CVE_GEO,POBTOT,POBFEM,POBMAS,REL_H_M,POB0_14,POB15_64,POB65_MAS,PROM_HNV,PNACENT,PNACENT_F,PNACENT_M,PNACOE,PNACOE_F,PNACOE_M,PRES2015,PRES2015_F,PRES2015_M,PRESOE15,PRESOE15_F,PRESOE15_M,POB_AFRO,POB_AFRO_F,POB_AFRO_M,GRAPROES,GRAPROES_F,GRAPROES_M,PEA,PEA_F,PEA_M,PE_INAC,POCUPADA,PDESOCUP,PCATOLICA,VIVTOT,TVIVPARHAB,VPH_C_ELEC,VPH_S_ELEC,VPH_AGUADV,VPH_DRENAJ,VPH_NODREN,VPH_C_SERV,VPH_AUTOM,VPH_MOTO,VPH_BICI,VPH_PC,VPH_INTER
0901300011120021,34,18,16,89,7,23,4,2,29,14,15,5,4,*,29,15,14,5,3,*,0,0,0,14,15,13,19,8,11,9,18,*,19,7,6,6,0,6,6,0,6,4,,3,4,5
0901300011120036,8,,,,,,,,,,,,*,*,,,,*,*,*,*,*,*,,,,,,,,,*,,2,,,*,,,,,,,*,,
0901300011120019,41,25,16,64,5,29,7,2,37,23,14,4,*,*,39,24,15,0,0,0,*,*,0,12,13,12,25,15,10,13,25,0,35,13,12,12,0,12,12,0,12,8,,9,10,11
0901300011116043,12,,,,,,,,,,,,*,*,,,,*,*,*,*,*,*,,,,,,,,,*,,3,,,*,,,,,,,*,,
0901300011116013,113,61,52,85,21,83,9,1,107,58,49,6,3,3,107,57,50,*,*,0,20,7,13,12,12,12,66,29,37,31,65,*,106,30,25,25,0,25,25,0,25,16,,12,16,23
0901300011116033,77,43,34,79,9,54,14,2,69,37,32,8,6,*,68,38,30,4,*,*,6,3,3,10,10,10,50,25,25,20,50,0,68,28,23,23,0,22,23,0,22,4,,10,8,13
0901300011116034,22,12,10,83,4,16,,1,22,12,10,0,0,0,21,12,9,0,0,0,3,*,*,13,14,11,12,6,6,7,12,0,22,9,7,7,0,7,7,0,7,3,0,6,3,4
0901300011116024,29,14,15,107,8,14,7,2,29,14,15,0,0,0,28,14,14,0,0,0,0,0,0,10,10,10,11,3,8,13,10,*,26,5,5,5,0,5,5,0,5,,,*,0,3
0901300011116022,53,30,23,77,9,35,9,2,48,28,20,5,*,3,48,29,19,*,0,*,4,*,*,11,11,13,29,17,12,16,29,0,48,13,13,13,0,13,13,0,13,5,,7,8,9
0901300011116023,102,56,46,82,18,76,8,2,80,43,37,22,13,9,93,51,42,*,*,*,3,*,*,11,11,12,59,28,31,30,59,0,78,32,30,30,0,30,30,0,30,7,,9,16,20
0901300011116014,4,,,,,,,,,,,,*,*,,,,*,*,*,*,*,*,,,,,,,,,*,,3,,,*,,,,,,,*,,
090130001114A056,180,97,83,86,39,134,7,2,152,79,73,28,18,10,158,86,72,0,0,0,0,0,0,10,9,10,106,48,58,41,105,*,155,44,41,41,0,11,41,0,11,7,6,29,18,16
090130001114A069,31,21,10,48,8,23,0,1,23,18,5,8,3,5,29,19,10,0,0,0,0,0,0,8,9,6,16,7,9,9,16,0,18,9,8,8,0,,6,,,0,0,6,,
090130001114A058,58,33,25,76,16,38,4,2,40,20,20,18,13,5,55,30,25,0,0,0,0,0,0,8,8,9,32,15,17,14,31,*,42,18,16,16,0,3,16,0,3,0,3,10,,5
090130001114A027,63,32,31,97,14,41,8,2,40,21,19,22,10,12,46,22,24,13,7,6,0,0,0,9,10,8,41,19,22,11,41,0,27,20,20,19,*,20,20,0,19,,,6,4,6
0901300011135037,63,34,29,85,22,41,0,2,39,22,17,24,12,12,46,25,21,10,4,6,0,0,0,8,8,9,30,11,19,14,30,0,48,22,20,20,0,20,19,,19,,3,13,4,5
0901300011135036,63,32,31,97,11,48,4,2,59,31,28,4,*,3,58,30,28,0,0,0,0,0,0,10,11,10,47,23,24,6,43,4,25,13,13,13,0,13,13,0,13,6,0,10,10,13
0901300010226016,1,,1,,0,1,0,,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0901300011135029,105,53,52,98,19,78,8,2,93,46,47,12,7,5,100,49,51,0,0,0,105,53,52,10,10,10,73,31,42,17,73,0,90,23,23,23,0,23,22,,22,11,4,17,12,15
0901300011135048,17,8,9,113,5,11,,1,14,6,8,3,*,*,16,8,8,0,0,0,17,8,9,9,9,9,12,7,5,,12,0,12,6,5,5,0,5,5,0,5,0,,3,3,4
0901300011135049,70,38,32,84,16,52,,1,48,24,24,22,14,8,63,33,30,3,*,*,*,0,*,10,10,11,40,18,22,19,40,0,53,22,21,21,0,21,21,0,21,4,4,8,9,13
0901300011135003,114,53,61,115,23,85,6,1,87,42,45,25,11,14,90,40,50,15,8,7,3,0,3,12,12,12,67,24,43,28,66,*,75,43,38,38,0,38,38,0,38,15,5,20,24,27
0901300011135007,184,86,98,114,40,142,,2,172,81,91,12,5,7,175,81,94,0,0,0,184,86,98,9,8,9,115,43,72,37,115,0,164,52,52,52,0,52,52,0,52,7,3,41,13,29
0901300011135050,114,53,61,115,28,79,7,2,95,46,49,19,7,12,104,51,53,*,0,*,109,52,57,8,9,8,63,29,34,27,62,*,98,31,29,29,0,28,28,,27,8,4,21,6,16
0901300011135051,32,14,18,129,8,21,3,2,31,14,17,,0,*,29,13,16,*,*,*,0,0,0,13,12,14,20,9,11,7,19,*,17,9,9,9,0,9,9,0,9,5,0,6,6,6
0901300011135001,156,76,80,105,32,112,12,2,149,73,76,6,3,3,144,68,76,*,0,*,0,0,0,11,11,10,108,52,56,27,106,*,122,41,37,37,0,36,37,0,36,8,10,15,14,27
0901300011135052,21,10,11,110,5,16,0,1,19,10,9,,0,*,20,9,11,0,0,0,0,0,0,12,12,13,15,7,8,,15,0,16,7,6,6,0,6,5,,5,5,,*,3,3
090130001114A065,477,254,223,88,140,319,18,2,332,170,162,143,83,60,425,222,203,5,4,*,*,0,*,8,8,8,233,100,133,137,233,0,356,115,113,112,*,54,113,0,54,6,5,68,21,28
090130001114A084,76,33,43,130,26,48,,2,49,18,31,27,15,12,70,32,38,0,0,0,0,0,0,7,7,8,39,17,22,16,39,0,53,18,18,18,0,16,18,0,16,4,,14,3,3
090130001114A057,359,177,182,103,91,257,11,2,300,146,154,59,31,28,326,161,165,0,0,0,4,4,0,9,9,9,188,69,119,97,186,*,253,95,90,89,*,19,86,4,19,16,9,62,24,36
0901300011120057,14,8,6,75,,12,,2,12,6,6,,*,0,14,8,6,0,0,0,0,0,0,9,9,9,8,5,3,5,7,*,14,4,4,4,0,4,4,0,4,0,0,3,,3
0901300011120022,53,22,31,141,8,38,7,2,48,19,29,5,3,*,53,22,31,0,0,0,0,0,0,11,11,12,30,10,20,17,30,0,38,13,13,13,0,13,13,0,13,7,,*,8,11
0901300011135045,331,155,176,114,90,232,9,2,238,106,132,92,48,44,302,138,164,4,3,*,20,10,10,9,9,9,178,72,106,86,178,0,210,95,85,85,0,47,84,,47,28,10,36,31,39
0901300011084021,54,31,23,74,10,39,5,1,45,27,18,9,4,5,53,31,22,0,0,0,0,0,0,12,12,12,31,12,19,15,30,*,53,13,12,12,0,12,12,0,12,3,,10,9,8
0901300011084037,8,,,,,,,,,,,,*,*,,,,*,*,*,*,*,*,,,,,,,,,*,,4,,,*,,,,,,,*,,
0901300011084001,158,88,70,80,39,104,15,2,143,81,62,15,7,8,146,84,62,*,*,0,*,0,*,11,11,11,78,40,38,47,78,0,121,33,33,33,0,33,33,0,33,11,8,21,23,26
0901300011084005,52,28,24,86,16,34,,1,43,23,20,9,5,4,48,26,22,0,0,0,0,0,0,10,10,10,28,16,12,13,28,0,47,13,11,11,0,11,11,0,11,5,,6,7,7
0901300011135035,86,45,41,91,15,66,5,2,72,37,35,14,8,6,83,43,40,0,0,0,0,0,0,10,10,10,41,12,29,32,37,4,83,26,20,20,0,4,19,,4,6,4,11,9,14
0901300011135005,301,154,147,95,69,209,23,2,276,141,135,25,13,12,265,138,127,15,5,10,0,0,0,11,11,10,194,100,94,52,194,0,242,100,84,83,*,81,82,,79,35,10,50,33,49
0901300011084007,28,14,14,100,7,17,4,3,26,13,13,,*,*,26,12,14,0,0,0,0,0,0,9,10,9,15,7,8,6,15,0,28,6,5,5,0,5,5,0,5,,,4,0,3
090130001025A020,81,35,46,131,14,54,13,2,81,35,46,0,0,0,78,34,44,0,0,0,0,0,0,9,9,10,39,13,26,28,39,0,63,24,24,24,0,24,24,0,24,7,4,17,12,17
090130001025A010,31,15,16,107,9,20,,2,31,15,16,0,0,0,26,12,14,0,0,0,*,0,*,11,11,11,17,6,11,6,17,0,20,5,5,5,0,5,5,0,5,3,,*,,5
090130001025A011,196,99,97,98,42,131,23,2,196,99,97,0,0,0,186,93,93,0,0,0,*,0,*,11,10,11,94,38,56,71,92,*,173,47,46,46,0,46,46,0,46,15,6,26,21,29
090130001025A012,137,66,71,108,36,90,11,2,133,63,70,4,3,*,132,64,68,0,0,0,*,0,*,11,10,11,79,32,47,32,79,0,102,35,34,34,0,34,33,,33,11,5,16,17,24
090130001025A037,21,11,10,91,3,16,,2,21,11,10,0,0,0,19,9,10,0,0,0,0,0,0,8,10,7,8,0,8,10,8,0,21,7,7,7,0,7,7,0,7,,,4,4,6
090130001025A040,7,,,,,,,,,,,,*,*,,,,*,*,*,*,*,*,,,,,,,,,*,,2,,,*,,,,,,,*,,
090130001025A042,25,18,7,39,4,17,4,2,24,18,6,,0,*,25,18,7,0,0,0,0,0,0,11,12,9,12,6,6,11,12,0,20,7,7,7,0,7,7,0,7,,,4,4,5
090130001025A033,26,11,15,136,5,19,,1,25,11,14,,0,*,24,10,14,0,0,0,0,0,0,10,9,11,20,8,12,,20,0,26,5,5,5,0,5,5,0,5,3,,3,,5
090130001025A039,73,43,30,70,13,59,,2,70,41,29,,*,0,68,39,29,*,*,0,0,0,0,10,9,10,40,16,24,23,40,0,64,22,22,22,0,22,22,0,22,,0,14,8,13
090130001025A035,132,74,58,78,29,89,14,1,123,68,55,9,6,3,125,69,56,0,0,0,0,0,0,11,11,12,64,32,32,48,62,*,124,38,36,36,0,36,36,0,36,15,4,17,19,28
090130001025A029,118,65,53,82,12,91,15,1,118,65,53,0,0,0,114,64,50,0,0,0,*,*,*,11,11,10,67,33,34,41,65,*,102,32,32,32,0,32,32,0,32,12,,18,18,24
0901300011116016,68,35,33,94,11,44,13,2,64,32,32,4,3,*,66,33,33,0,0,0,0,0,0,13,13,13,35,15,20,25,35,0,66,17,14,14,0,14,14,0,14,5,4,7,9,12
0901300011084031,117,65,52,80,25,79,13,2,96,51,45,21,14,7,106,58,48,*,*,0,0,0,0,10,10,10,59,29,30,39,59,0,107,28,26,26,0,26,26,0,26,5,3,7,12,17
0901300011084032,154,78,76,97,31,103,20,2,141,71,70,13,7,6,149,75,74,0,0,0,0,0,0,10,11,10,69,28,41,63,67,*,126,37,33,33,0,31,33,0,31,12,,23,21,26
0901300011084006,221,108,113,105,49,148,24,2,202,95,107,19,13,6,207,102,105,4,*,*,*,0,*,10,10,11,124,52,72,55,119,5,185,41,37,37,0,37,37,0,37,3,4,22,19,28
0901300011116042,119,60,59,98,25,83,11,2,104,48,56,15,12,3,109,53,56,5,4,*,32,15,17,10,10,11,67,34,33,32,67,0,110,32,30,30,0,29,30,0,29,7,6,19,14,22
0901300011116003,297,163,134,82,82,189,26,2,258,146,112,39,17,22,276,152,124,*,*,*,*,0,*,10,10,10,143,65,78,92,136,7,229,71,68,68,0,67,68,0,67,25,12,46,29,38
0901300011099019,373,196,177,90,87,255,31,2,327,170,157,46,26,20,337,175,162,9,7,*,0,0,0,11,11,11,201,98,103,105,200,*,276,110,107,107,0,107,107,0,107,24,8,65,42,57
0901300011084012,12,4,8,200,0,12,0,2,9,3,6,3,*,*,12,4,8,0,0,0,0,0,0,13,14,12,11,3,8,,11,0,9,4,4,4,0,4,4,0,4,,,*,3,3
0901300011084019,102,43,59,137,20,75,7,2,94,38,56,8,5,3,94,40,54,0,0,0,0,0,0,10,10,11,64,23,41,24,63,*,96,21,20,20,0,20,20,0,20,6,,15,9,18
0901300010334021,366,192,174,91,75,242,49,2,326,166,160,40,26,14,338,180,158,4,0,4,0,0,0,11,11,10,204,98,106,100,203,*,325,114,100,99,*,100,99,,98,42,11,46,48,64
090130001025A014,114,55,59,107,18,89,7,2,103,49,54,11,6,5,104,48,56,0,0,0,0,0,0,12,12,11,59,26,33,37,59,0,106,34,31,31,0,31,31,0,31,12,5,18,21,22
090130001025A027,22,14,8,57,,20,,1,21,13,8,,*,0,22,14,8,0,0,0,0,0,0,13,12,15,18,11,7,3,18,0,21,7,7,7,0,7,7,0,7,5,3,3,6,7
090130001025A038,42,25,17,68,8,29,5,2,42,25,17,0,0,0,41,25,16,0,0,0,0,0,0,10,10,10,24,13,11,10,24,0,36,11,10,10,0,10,10,0,10,4,,7,6,7
090130001025A036,4,,,,,,,,,,,,*,*,,,,*,*,*,*,*,*,,,,,,,,,*,,1,,,*,,,,,,,*,,
090130001025A002,156,83,73,88,31,114,11,2,156,83,73,0,0,0,146,79,67,0,0,0,0,0,0,11,11,11,78,29,49,56,77,*,132,46,43,43,0,43,42,,42,13,5,25,28,36
090130001025A009,187,91,96,105,36,131,20,2,185,89,96,,*,0,179,90,89,0,0,0,0,0,0,12,12,12,101,45,56,58,99,*,151,57,54,54,0,54,54,0,54,17,10,26,32,41
0901300010137002,270,150,120,80,44,185,38,2,249,138,111,18,10,8,253,138,115,0,0,0,*,0,*,12,11,12,138,65,73,97,135,3,227,77,73,73,0,73,73,0,73,24,12,19,42,53
0901300010226005,195,105,90,86,24,136,35,2,180,96,84,14,9,5,185,99,86,*,0,*,0,0,0,11,11,11,103,46,57,74,95,8,154,51,47,47,0,47,47,0,47,19,4,22,26,33
090130001025A034,191,109,82,75,31,136,24,2,181,103,78,10,6,4,184,106,78,*,0,*,0,0,0,11,11,12,100,48,52,71,99,*,177,50,46,46,0,46,46,0,46,21,10,27,28,38
090130001025A015,31,19,12,63,4,25,,2,28,17,11,3,*,*,30,19,11,0,0,0,0,0,0,10,10,11,16,9,7,12,16,0,24,13,11,11,0,11,11,0,11,6,,4,8,7
090130001025A013,76,41,35,85,14,52,10,2,72,38,34,4,3,*,73,38,35,0,0,0,0,0,0,12,12,11,37,14,23,29,36,*,56,26,24,24,0,24,24,0,24,11,5,16,15,20
090130001025A028,168,95,73,77,27,120,21,2,154,84,70,14,11,3,159,89,70,*,*,0,0,0,0,12,12,13,87,46,41,61,85,*,148,56,47,47,0,47,47,0,47,28,4,32,35,39
090130001025A032,121,64,57,89,19,84,18,2,110,55,55,10,9,*,114,60,54,0,0,0,0,0,0,11,11,12,52,22,30,54,52,0,112,35,30,30,0,30,30,0,30,11,6,21,20,21
0901300011101037,50,24,26,108,12,34,4,2,39,20,19,11,4,7,44,21,23,0,0,0,0,0,0,10,10,10,25,11,14,15,24,*,42,14,14,14,0,14,14,0,14,3,,7,5,7
0901300011101016,92,45,47,104,15,71,6,2,81,39,42,11,6,5,87,42,45,0,0,0,0,0,0,10,9,10,50,22,28,30,49,*,80,28,22,22,0,22,22,0,22,5,,14,9,16
0901300011101015,7,,,,,,,,,,,,*,*,,,,*,*,*,*,*,*,0,0,0,,,,,,*,,1,,,*,,,,,,,*,,
0901300011101011,119,66,53,80,34,80,5,2,101,57,44,17,9,8,102,58,44,4,*,3,*,0,*,9,9,9,58,20,38,32,56,*,90,30,28,28,0,28,28,0,28,,3,13,10,14
0901300011101061,36,18,18,100,5,28,3,2,25,12,13,10,5,5,32,17,15,0,0,0,0,0,0,9,9,10,22,11,11,9,21,*,34,9,9,9,0,9,9,0,9,,,0,,7
0901300011101013,42,17,25,147,10,27,5,3,37,16,21,5,*,4,40,16,24,0,0,0,0,0,0,10,11,10,23,8,15,11,23,0,30,11,9,9,0,9,9,0,9,,,6,,6
0901300011101060,64,35,29,83,16,43,5,1,45,28,17,19,7,12,49,28,21,9,3,6,0,0,0,9,10,7,35,15,20,14,35,0,48,19,16,16,0,15,16,0,15,,3,12,7,8
0901300011101042,39,20,19,95,8,27,4,3,31,15,16,8,5,3,37,19,18,0,0,0,0,0,0,9,9,9,27,12,15,6,27,0,36,14,13,13,0,12,13,0,12,,3,9,5,5
0901300010137016,41,22,19,86,5,29,7,1,40,21,19,,*,0,40,21,19,0,0,0,0,0,0,12,11,13,23,10,13,13,23,0,37,9,7,7,0,7,7,0,7,,,*,4,6
0901300010137003,147,76,71,93,17,101,29,2,145,75,70,,*,*,141,74,67,0,0,0,0,0,0,10,11,10,84,36,48,47,83,*,122,34,32,32,0,31,32,0,31,3,,11,14,18
090130001025A004,26,14,12,86,5,18,3,1,26,14,12,0,0,0,22,12,10,0,0,0,0,0,0,12,12,13,16,9,7,6,15,*,21,9,7,7,0,7,7,0,7,6,0,*,5,6
090130001025A016,185,99,86,87,26,129,30,2,172,89,83,13,10,3,178,97,81,*,0,*,*,*,*,11,11,12,96,41,55,68,95,*,164,55,50,50,0,50,50,0,50,17,6,18,21,28
090130001025A030,72,39,33,85,18,43,11,2,69,38,31,3,*,*,68,36,32,*,0,*,0,0,0,10,9,10,27,12,15,31,27,0,67,26,23,23,0,23,23,0,23,7,,18,14,12
0901300010334023,236,123,113,92,34,173,29,2,204,106,98,32,17,15,220,115,105,3,*,*,11,7,4,12,12,12,139,61,78,68,139,0,211,87,76,76,0,75,76,0,75,36,6,36,39,54
0901300011084029,47,29,18,62,7,30,10,2,42,25,17,5,4,*,46,28,18,0,0,0,0,0,0,13,12,15,20,10,10,20,19,*,38,16,15,15,0,15,15,0,15,6,,6,8,8
0901300011084014,93,49,44,90,16,59,18,1,75,39,36,17,10,7,88,46,42,*,*,0,0,0,0,11,10,11,51,28,23,30,51,0,81,33,27,26,*,27,27,0,26,8,0,8,14,16
0901300011084013,226,118,108,92,62,151,13,2,198,104,94,27,14,13,203,107,96,6,4,*,0,0,0,10,10,10,117,50,67,61,115,*,186,37,36,36,0,36,36,0,36,8,3,29,17,24
0901300011084004,64,36,28,78,16,38,10,2,57,32,25,7,4,3,61,34,27,0,0,0,0,0,0,11,12,11,34,17,17,17,34,0,44,18,18,18,0,18,18,0,18,7,3,14,11,13
0901300011084022,26,14,12,86,,21,3,1,25,13,12,,*,0,26,14,12,0,0,0,0,0,0,11,13,10,19,8,11,6,19,0,12,6,6,6,0,6,6,0,6,,,4,3,5
0901300011084023,53,27,26,96,12,37,4,2,47,22,25,6,5,*,48,24,24,*,*,0,0,0,0,11,11,11,29,14,15,14,29,0,47,12,12,12,0,12,12,0,12,0,5,7,4,10
0901300011084009,34,16,18,113,4,25,5,2,32,15,17,,*,*,33,16,17,0,0,0,0,0,0,9,11,8,25,9,16,6,25,0,25,9,9,9,0,9,9,0,9,,0,6,3,6
0901300011084002,189,93,96,103,31,134,24,2,169,86,83,20,7,13,176,89,87,*,0,*,0,0,0,11,11,12,113,50,63,55,113,0,141,46,45,45,0,45,45,0,45,14,4,32,23,26
0901300010705001,525,282,243,86,150,352,23,2,433,229,204,92,53,39,470,255,215,6,*,4,0,0,0,9,9,9,264,110,154,136,264,0,455,140,132,132,0,44,131,,44,12,21,97,28,76
0901300010230023,108,56,52,93,20,74,14,2,100,49,51,8,7,*,105,54,51,0,0,0,0,0,0,10,11,10,54,24,30,42,51,3,92,27,25,25,0,25,25,0,25,10,4,10,16,21
0901300010230022,426,220,206,94,66,302,58,2,395,203,192,31,17,14,404,205,199,5,3,*,0,0,0,12,12,12,192,83,109,184,183,9,322,119,112,112,0,112,112,0,112,47,13,50,75,88
0901300010122027,128,70,58,83,24,88,16,2,120,62,58,8,8,0,124,69,55,0,0,0,0,0,0,13,12,13,66,28,38,45,66,0,105,39,32,32,0,32,32,0,32,13,5,18,22,24
0901300010122044,106,59,47,80,18,74,14,2,97,54,43,9,5,4,100,55,45,*,*,0,0,0,0,13,13,14,47,20,27,46,46,*,82,31,28,28,0,28,28,0,28,11,5,16,18,21
0901300011084010,35,16,19,119,6,24,5,2,34,15,19,,*,0,33,15,18,0,0,0,0,0,0,10,10,9,23,10,13,8,23,0,30,9,8,8,0,8,8,0,8,,,7,4,3
0901300010334017,536,270,266,99,84,399,53,2,448,227,221,87,42,45,485,244,241,26,13,13,14,9,5,12,12,12,295,128,167,174,284,11,403,181,155,154,0,154,154,0,154,66,24,66,85,98
0901300010688015,245,138,107,78,51,167,27,2,215,121,94,29,16,13,228,125,103,0,0,0,4,*,*,11,11,11,133,60,73,74,131,*,212,69,59,59,0,59,58,,58,16,8,32,32,41
0901300010137023,249,133,116,87,58,170,21,2,198,102,96,51,31,20,228,120,108,3,3,0,0,0,0,12,12,12,133,63,70,75,125,8,195,82,67,67,0,67,67,0,67,29,3,29,36,45
0901300011084035,136,67,69,103,41,87,8,2,123,59,64,13,8,5,117,55,62,3,*,*,0,0,0,10,9,10,67,24,43,36,66,*,130,25,24,24,0,24,24,0,24,3,4,17,6,13
0901300011101034,24,12,12,100,8,16,0,2,22,11,11,,*,*,21,9,12,0,0,0,0,0,0,9,9,9,11,4,7,7,11,0,16,8,5,5,0,5,5,0,5,,0,3,,3
0901300011116039,215,122,93,76,43,156,16,2,170,98,72,45,24,21,203,115,88,*,0,*,0,0,0,9,9,10,125,58,67,60,118,7,160,50,49,48,*,48,49,0,48,8,3,20,25,31
0901300011116044,149,78,71,91,33,97,19,2,146,75,71,,*,0,140,75,65,0,0,0,0,0,0,10,10,10,60,21,39,65,60,0,142,38,36,36,0,36,36,0,36,5,6,21,14,19
0901300011116021,65,33,32,97,11,44,10,1,64,33,31,,0,*,64,33,31,0,0,0,0,0,0,11,12,11,39,22,17,17,39,0,55,19,14,14,0,14,14,0,14,4,3,11,8,13
0901300011135032,311,156,155,99,76,220,15,2,273,140,133,38,16,22,282,143,139,3,*,*,0,0,0,11,12,11,199,105,94,43,197,*,216,89,84,84,0,84,83,,83,30,20,50,39,51
0901300011084018,44,26,18,69,10,31,3,2,35,21,14,9,5,4,41,24,17,0,0,0,0,0,0,12,12,12,18,9,9,17,18,0,33,14,12,12,0,12,12,0,12,8,,7,6,9
0901300010211027,22,9,13,144,,13,7,3,20,7,13,,*,0,21,9,12,0,0,0,0,0,0,13,11,15,12,3,9,8,10,*,22,8,8,8,0,8,8,0,8,4,,*,4,6
0901300010211040,144,84,60,71,27,104,13,2,139,82,57,5,*,3,140,80,60,0,0,0,0,0,0,11,11,11,62,24,38,61,61,*,116,35,32,32,0,32,32,0,32,15,6,17,19,25
0901300010245025,175,79,96,122,22,132,21,2,158,71,87,17,8,9,169,76,93,0,0,0,*,0,*,11,11,11,98,32,66,60,96,*,148,48,44,44,0,44,44,0,44,14,5,27,26,31
0901300010245012,72,45,27,60,17,47,8,1,68,42,26,4,3,*,71,44,27,0,0,0,0,0,0,11,11,11,36,18,18,26,36,0,71,18,17,17,0,17,17,0,17,,3,11,11,10
0901300010245002,204,101,103,102,25,143,36,2,202,99,103,,*,0,194,97,97,3,*,*,*,*,*,12,11,12,106,45,61,79,106,0,153,68,62,62,0,62,62,0,62,20,6,22,28,48
0901300010230007,65,35,30,86,4,50,11,2,58,30,28,6,4,*,65,35,30,0,0,0,0,0,0,11,12,11,43,20,23,19,42,*,51,24,22,22,0,22,22,0,22,12,4,14,10,18
0901300010230027,116,61,55,90,14,83,19,2,110,57,53,6,4,*,109,57,52,0,0,0,*,*,0,12,12,12,57,26,31,48,55,*,99,33,32,32,0,32,32,0,32,16,7,10,19,24
0901300010122047,54,29,25,86,12,39,3,1,53,29,24,,0,*,48,27,21,0,0,0,0,0,0,13,13,12,29,15,14,16,28,*,52,16,16,16,0,16,16,0,16,,0,9,9,11
0901300010122005,241,140,101,72,29,181,31,1,211,120,91,30,20,10,227,130,97,10,7,3,13,8,5,13,13,12,126,73,53,97,119,7,194,78,62,62,0,62,62,0,62,28,,12,47,51
0901300010137007,210,98,112,114,39,141,30,2,176,81,95,32,17,15,197,94,103,4,*,3,5,0,5,13,12,13,104,46,58,74,101,3,198,73,57,57,0,57,57,0,57,16,5,30,27,38
0901300011084026,148,70,78,111,33,99,16,2,139,67,72,7,3,4,132,66,66,4,*,*,0,0,0,11,12,11,72,34,38,51,68,4,124,38,37,37,0,37,37,0,37,13,4,15,22,27
0901300010705009,20,11,9,82,8,12,0,2,13,7,6,7,4,3,14,8,6,*,*,0,0,0,0,9,10,8,9,3,6,3,9,0,15,5,5,5,0,3,5,0,3,,,4,,
0901300010705003,102,57,45,79,26,75,,2,61,35,26,40,21,19,91,50,41,*,*,*,0,0,0,8,7,8,50,19,31,31,50,0,95,26,24,24,0,15,20,4,11,3,3,12,3,11
0901300010245007,96,52,44,85,12,68,16,2,93,49,44,3,3,0,91,47,44,0,0,0,*,*,*,12,11,13,47,23,24,38,47,0,73,33,27,27,0,27,27,0,27,13,,4,14,19
0901300010230015,95,55,40,73,9,75,11,1,91,54,37,4,*,3,92,54,38,0,0,0,*,*,0,14,14,14,56,28,28,33,50,6,74,29,29,29,0,29,29,0,29,17,,13,20,26
0901300010230009,27,16,11,69,5,18,4,2,24,14,10,3,*,*,26,15,11,0,0,0,0,0,0,12,13,11,14,7,7,8,14,0,22,14,9,9,0,9,9,0,9,6,,5,,7
0901300010122024,346,193,153,79,50,248,48,2,324,181,143,22,12,10,325,181,144,4,*,*,*,*,*,12,12,12,154,69,85,152,148,6,296,93,85,84,*,84,85,0,83,26,7,15,56,68
0901300011084015,107,53,54,102,24,72,11,2,95,47,48,12,6,6,94,47,47,4,*,*,3,*,*,11,10,12,70,30,40,18,66,4,89,33,28,28,0,27,28,0,27,8,4,9,12,18
0901300010122021,140,78,62,79,27,93,20,2,115,61,54,25,17,8,132,74,58,*,*,*,0,0,0,11,11,11,75,39,36,42,68,7,109,40,37,37,0,37,37,0,37,14,0,18,21,28
0901300010211015,456,234,222,95,97,313,46,2,368,191,177,88,43,45,402,207,195,19,7,12,9,3,6,11,11,11,219,84,135,153,207,12,373,128,112,112,0,112,112,0,112,33,13,29,49,64
0901300010211010,565,298,267,90,108,403,54,2,453,237,216,110,61,49,520,272,248,13,5,8,*,0,*,11,11,11,325,144,181,153,320,5,459,163,149,149,0,149,149,0,149,57,19,59,69,91
0901300010122026,300,159,141,89,49,212,39,2,271,146,125,29,13,16,290,155,135,*,*,*,5,3,*,12,12,12,137,66,71,129,137,0,272,87,81,81,0,81,81,0,81,27,6,37,49,58
0901300010122035,110,71,39,55,23,72,15,1,101,67,34,9,4,5,106,69,37,0,0,0,*,*,0,14,14,13,42,23,19,50,42,0,107,26,24,24,0,24,24,0,24,17,6,14,21,23
0901300010230026,98,54,44,81,25,59,14,2,93,51,42,5,3,*,96,53,43,0,0,0,0,0,0,11,11,12,49,23,26,29,49,0,81,19,18,18,0,18,18,0,18,8,0,8,9,13
0901300011084038,40,24,16,67,5,29,6,2,39,23,16,,*,0,39,23,16,0,0,0,0,0,0,10,10,10,25,13,12,12,25,0,37,7,7,7,0,7,7,0,7,0,0,5,3,5
0901300010245022,32,19,13,68,8,21,3,2,32,19,13,0,0,0,31,18,13,0,0,0,0,0,0,10,10,11,15,7,8,11,13,*,32,6,6,6,0,6,6,0,6,0,0,3,3,5
0901300010245027,36,19,17,89,,28,6,2,36,19,17,0,0,0,36,19,17,0,0,0,0,0,0,10,9,10,25,11,14,9,25,0,36,14,14,14,0,14,14,0,14,0,0,11,9,14
0901300010705010,32,19,13,68,7,25,0,2,20,13,7,12,6,6,31,19,12,*,0,*,*,0,*,6,7,4,14,5,9,10,13,*,32,6,6,6,0,5,6,0,5,0,0,5,0,0
